text,label
Barang murah tapi kualitas gak kalah sama yang mahal. Rekomendasi banget! Legit!,positive
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
Ongkos kirim mahal tapi packing jelek. Barang pecah waktu nyampe. Kesal! Rugi deh!,negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Tidak recommended!,negative
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget! Tidak profesional!",negative
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Recommended!",positive
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini? Tidak recommended!",negative
Estimasi 3 hari tapi nyampe 2 minggu. Seller tidak update info sama sekali!,negative
"Barang original, bukan KW. Langsung beli lagi stoknya. Mantap seller! Top seller!",positive
"Foto editing terlalu berlebihan, aslinya jauh berbeda. Merasa ditipu! Kapok!",negative
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah! Minta refund!",negative
Produk premium dengan harga terjangkau. Seller ngerti kebutuhan pembeli!,positive
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya!,negative
"Barang original, bukan KW. Langsung beli lagi stoknya. Mantap seller! Puas banget!",positive
"Beli untuk kado, kemasan cantik dan rapi. Penerima juga suka banget! Terbaik!",positive
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah!",negative
Customer service sangat tidak membantu. Masalah berputar-putar tanpa solusi!,negative
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman! Terpercaya!",positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini! Top seller!",positive
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya! Zonk!,negative
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini? Jangan beli!",negative
"Dikemas dengan hati-hati, barang elektronik nyampe aman. Seller profesional!",positive
"Barang sesuai pesanan, tidak ada yang kurang. Fast respon seller. Mantap! Recommended!",positive
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli! Zonk!",negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku! Terbaik!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Rugi deh!,negative
"Barang datang dalam kondisi rusak, packing asal-asalan. Minta refund! Rugi deh!",negative
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Zonk!,negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku!",positive
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali.",negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Legit!",positive
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini!",negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! Recommended!",positive
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Zonk!",negative
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih! Top seller!",positive
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini.,positive
"Seller amanah, barang sesuai foto, harga pas di kantong. Mantap! Auto beli lagi!",positive
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas! Bintang 5!,positive
Material jauh lebih tipis dari foto. Kecewa dengan kualitas produk ini!,negative
"Dikemas dengan hati-hati, barang elektronik nyampe aman. Seller profesional!",positive
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
"Isi tidak sesuai dengan deskripsi, banyak item yang kurang. Tidak lengkap!",negative
Respon toko ini tercepat yang pernah aku rasain. Langsung diproses. Top!,positive
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali!",negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! No tipu-tipu!",positive
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua! Bintang 5!",positive
"Produknya bagus, tahan lama, worth it banget harganya! Auto beli lagi!",positive
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman!",positive
"Jahitan sangat rapuh, baru dipakai sekali langsung lepas. Kualitas nol!",negative
Kualitas barang melebihi ekspektasi aku. Harga murah tapi gak murahan. Top! Puas banget!,positive
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih!,negative
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Puas banget!",positive
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah! Parah banget!,negative
"Beli untuk kado, kemasan cantik dan rapi. Penerima juga suka banget!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Top seller!",positive
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali!",negative
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli! Zonk!",negative
"Dikemas dengan hati-hati, barang elektronik nyampe aman. Seller profesional! No tipu-tipu!",positive
Material jauh lebih tipis dari foto. Kecewa dengan kualitas produk ini!,negative
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus! Rugi deh!,negative
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Jangan beli!,negative
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal!",negative
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli!",negative
"Paket nyampe selamat, isi lengkap, barang mulus tanpa cacat. Terima kasih!",positive
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display!,negative
"Barang ori terjamin, ada segel resmi. Beli disini aja daripada yang lain! Mantap!",positive
"Beli untuk kado, kemasan cantik dan rapi. Penerima juga suka banget!",positive
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus! Jangan beli!,negative
Respon toko ini tercepat yang pernah aku rasain. Langsung diproses. Top! No tipu-tipu!,positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua! Zonk!",negative
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik!",positive
"Isi tidak sesuai dengan deskripsi, banyak item yang kurang. Tidak lengkap! Rugi deh!",negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini!",positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan! No tipu-tipu!",positive
"Barang ori terjamin, ada segel resmi. Beli disini aja daripada yang lain! Terpercaya!",positive
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Tidak recommended!,negative
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Bintang 5!",positive
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up! Recommended!,positive
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up!,positive
"Kualitas sangat mengecewakan, beda banget sama foto. Jangan beli di sini!",negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Tidak profesional!,negative
"Barang sesuai deskripsi, pengiriman cepat, packing aman banget, seller responsif. Recommended! Auto beli lagi!",positive
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Kecewa banget!,negative
"Produknya bagus, warnanya persis kayak di foto, ukurannya pas. Seneng banget!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Recommended!",positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua! Kapok!",negative
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu!,negative
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong! Kapok!,negative
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Bintang 5!",positive
"Paket nyampe selamat, isi lengkap, barang mulus tanpa cacat. Terima kasih! Bintang 5!",positive
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Minta refund!",negative
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli!",negative
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah!,negative
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah! Tidak recommended!",negative
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny!",positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Jangan beli!,negative
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Recommended!",positive
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi!,negative
Ongkos kirim mahal tapi packing jelek. Barang pecah waktu nyampe. Kesal! Parah banget!,negative
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional!,negative
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih! Terpercaya!",positive
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Bintang 5!",positive
Barang murah tapi kualitas gak kalah sama yang mahal. Rekomendasi banget! Terbaik!,positive
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih! Puas banget!",positive
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli!",negative
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini! Bintang 5!",positive
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up!,positive
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional!,negative
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan!",positive
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku!",positive
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke!",positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan!",positive
Barang nyampe 1 bulan setelah order. Sudah tidak butuh lagi. Sangat kecewa!,negative
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Parah banget!",negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. Bintang 5!,positive
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Bintang 5!",positive
"Seller tidak komunikatif, pertanyaan tidak dijawab. Pelayanan sangat buruk!",negative
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu!,negative
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli! Kapok!",negative
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Auto beli lagi!",positive
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman! Terbaik!",positive
"Ukuran tidak sesuai, sudah minta yang M tapi dikirim S. Ribet ngurusin returnya! Rugi deh!",negative
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Minta refund!,negative
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli!",negative
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Puas banget!",positive
"Produknya bagus, warnanya persis kayak di foto, ukurannya pas. Seneng banget! Legit!",positive
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali.",negative
"Nyampe lebih cepat dari estimasi, kondisi sempurna. Langsung pake! Puas banget!",positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Bintang 5!",positive
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih!",positive
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik! No tipu-tipu!",positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua! Kapok!",negative
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus! Minta refund!,negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget!",positive
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget!",negative
Seller tidak ramah waktu komplain. Malah ngomong kasar. Sangat mengecewakan!,negative
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong!,negative
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya!,negative
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
Seller tidak ramah waktu komplain. Malah ngomong kasar. Sangat mengecewakan! Kecewa banget!,negative
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus!",positive
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Top seller!",positive
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli! Parah banget!",negative
Toko ini selalu jadi andalan belanja bulanan aku. Konsisten kualitasnya! No tipu-tipu!,positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
"Jahitan sangat rapuh, baru dipakai sekali langsung lepas. Kualitas nol! Rugi deh!",negative
"Foto editing terlalu berlebihan, aslinya jauh berbeda. Merasa ditipu!",negative
"Seller ramah, respon cepet, barang nyampe dalam kondisi mulus. Makasih ya kak! Puas banget!",positive
"Barang original, bukan KW. Langsung beli lagi stoknya. Mantap seller! Auto beli lagi!",positive
"Barang tidak sesuai gambar, warna beda jauh. Kecewa banget sama toko ini! Tidak recommended!",negative
"Barang datang dalam kondisi rusak, packing asal-asalan. Minta refund! Parah banget!",negative
"Seller aktif, update info pengiriman. Barang nyampe hari ini. Makasih! Bintang 5!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Auto beli lagi!",positive
"Isi tidak sesuai dengan deskripsi, banyak item yang kurang. Tidak lengkap!",negative
"Pengiriman kilat, barang dikemas rapi, sesuai foto di toko. Puas banget! No tipu-tipu!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Legit!",positive
"Paket nyampe selamat, isi lengkap, barang mulus tanpa cacat. Terima kasih! Mantap!",positive
"Barang sesuai pesanan, tidak ada yang kurang. Fast respon seller. Mantap!",positive
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget! Tidak recommended!",negative
"Nyampe lebih cepat dari estimasi, kondisi sempurna. Langsung pake!",positive
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional! Minta refund!,negative
Toko ini selalu jadi andalan belanja bulanan aku. Konsisten kualitasnya! Legit!,positive
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Jangan beli!,negative
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order!",positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal!",negative
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih! Top seller!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk!,negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori! Rugi deh!",negative
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
"Seller tidak komunikatif, pertanyaan tidak dijawab. Pelayanan sangat buruk! Tidak recommended!",negative
Material sangat tipis dan mudah robek. Tidak awet sama sekali. Jangan beli! Minta refund!,negative
"Kualitas sangat murahan, tidak sebanding sama harganya. Rugi beli disini! Tidak profesional!",negative
"Kualitas sangat rendah, tidak sesuai harga. Nyesel banget beli di sini!",negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi!,negative
Material sangat tipis dan mudah robek. Tidak awet sama sekali. Jangan beli! Kecewa banget!,negative
Ongkos kirim mahal tapi packing jelek. Barang pecah waktu nyampe. Kesal! Kecewa banget!,negative
"Beli ini buat keluarga, semua suka. Pasti repeat order bulan depan! Auto beli lagi!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Bintang 5!",positive
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Tidak profesional!,negative
"Produknya bagus, tahan lama, worth it banget harganya! Puas banget!",positive
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman!",positive
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Tidak recommended!",negative
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya! Rugi deh!,negative
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Tidak recommended!,negative
"Beli ini buat keluarga, semua suka. Pasti repeat order bulan depan!",positive
Toko ini selalu jadi andalan belanja bulanan aku. Konsisten kualitasnya! Legit!,positive
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih! Puas banget!",positive
"Pengiriman kilat, barang dikemas rapi, sesuai foto di toko. Puas banget!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Parah banget!,negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. Auto beli lagi!,positive
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget! Minta refund!",negative
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal! Parah banget!",negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. Terbaik!,positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini!",positive
"Barang original, bukan KW. Langsung beli lagi stoknya. Mantap seller! Recommended!",positive
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih!",positive
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Kecewa banget!",negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori! Parah banget!",negative
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional! Kapok!,negative
"Beli untuk kado, kemasan cantik dan rapi. Penerima juga suka banget! Legit!",positive
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget!",positive
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih! Puas banget!",positive
Ukuran jauh lebih kecil dari deskripsi. Foto mengelabui pembeli!,negative
"Kualitas sangat rendah, tidak sesuai harga. Nyesel banget beli di sini! Kecewa banget!",negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Parah banget!",negative
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini!",positive
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Minta refund!,negative
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih!",positive
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah! Rugi deh!",negative
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Tidak profesional!",negative
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya! Tidak recommended!,negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku! Legit!",positive
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli! Jangan beli!",negative
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget! Kecewa banget!",negative
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih! Terpercaya!",positive
Produk premium dengan harga terjangkau. Seller ngerti kebutuhan pembeli! No tipu-tipu!,positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal! Kecewa banget!",negative
"Kualitas sangat rendah, tidak sesuai harga. Nyesel banget beli di sini! Jangan beli!",negative
"Produknya bagus, warnanya persis kayak di foto, ukurannya pas. Seneng banget!",positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini! Top seller!",positive
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Tidak recommended!,negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini.,positive
"Barang datang dalam kondisi rusak, packing asal-asalan. Minta refund! Tidak recommended!",negative
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu! Parah banget!,negative
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time!",positive
"Udah banyak beli produk disini, semuanya satisfying. Toko terpercaya!",positive
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Mantap!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Tidak recommended!,negative
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli! Minta refund!",negative
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Jangan beli!,negative
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong! Rugi deh!,negative
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Zonk!",negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Zonk!,negative
"Seller aktif, update info pengiriman. Barang nyampe hari ini. Makasih! Puas banget!",positive
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Tidak profesional!",negative
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up! Puas banget!,positive
Toko ini legit banget. Aku udah rekomendasiin ke teman-teman juga! Top seller!,positive
Toko ini legit banget. Aku udah rekomendasiin ke teman-teman juga! Puas banget!,positive
Barang murah tapi kualitas gak kalah sama yang mahal. Rekomendasi banget!,positive
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Mantap!",positive
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Terpercaya!",positive
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! Top seller!",positive
"Seller ramah, respon cepet, barang nyampe dalam kondisi mulus. Makasih ya kak! Puas banget!",positive
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional!,negative
