text,label
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Rugi deh!,negative
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Recommended!",positive
"Produk tidak sesuai fungsinya, tidak bisa dipakai sama sekali. Sampah! Parah banget!",negative
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget!",negative
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Tidak profesional!,negative
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Tidak recommended!,negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Legit!",positive
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Auto beli lagi!",positive
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Kapok!,negative
Kualitas barang melebihi ekspektasi aku. Harga murah tapi gak murahan. Top! Legit!,positive
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong!,negative
"Produk tidak sesuai fungsinya, tidak bisa dipakai sama sekali. Sampah! Rugi deh!",negative
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny! Legit!",positive
"Ukuran tidak sesuai, sudah minta yang M tapi dikirim S. Ribet ngurusin returnya! Kecewa banget!",negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Kapok!",negative
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Rugi deh!",negative
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up! Auto beli lagi!,positive
"Barang datang dalam kondisi rusak, packing asal-asalan. Minta refund! Kapok!",negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori! Zonk!",negative
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali. Minta refund!",negative
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Terbaik!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan!,negative
"Nyampe lebih cepat dari estimasi, kondisi sempurna. Langsung pake! Legit!",positive
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong!",positive
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini! Recommended!",positive
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas! Auto beli lagi!,positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan! Legit!",positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini! Terbaik!",positive
"Barang ori terjamin, ada segel resmi. Beli disini aja daripada yang lain! Puas banget!",positive
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli! Tidak profesional!",negative
"Beli ini buat keluarga, semua suka. Pasti repeat order bulan depan! Terbaik!",positive
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Recommended!",positive
"Udah banyak beli produk disini, semuanya satisfying. Toko terpercaya! No tipu-tipu!",positive
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong!",positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah! Kecewa banget!,negative
Material sangat kasar dan tidak nyaman. Foto memang tidak bisa dipercaya! Kapok!,negative
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan! Mantap!",positive
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Terbaik!",positive
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget!",positive
"Produknya bagus, warnanya persis kayak di foto, ukurannya pas. Seneng banget! Bintang 5!",positive
Barang nyampe 1 bulan setelah order. Sudah tidak butuh lagi. Sangat kecewa!,negative
"Packing super aman, barang fragile nyampe selamat 100%. Bintang 5! Legit!",positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Top seller!",positive
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini!",positive
"Nyampe lebih cepat dari estimasi, kondisi sempurna. Langsung pake! Terbaik!",positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal!",negative
"Produknya bagus, warnanya persis kayak di foto, ukurannya pas. Seneng banget! Auto beli lagi!",positive
Ukuran jauh lebih kecil dari deskripsi. Foto mengelabui pembeli!,negative
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Recommended!",positive
"Barang sesuai deskripsi, pengiriman cepat, packing aman banget, seller responsif. Recommended! Bintang 5!",positive
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman! Bintang 5!",positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan!",positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua! Rugi deh!",negative
Toko ini legit banget. Aku udah rekomendasiin ke teman-teman juga! No tipu-tipu!,positive
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Minta refund!,negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini!",positive
"Seller tidak komunikatif, pertanyaan tidak dijawab. Pelayanan sangat buruk!",negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini!",negative
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu! Jangan beli!,negative
Toko ini legit banget. Aku udah rekomendasiin ke teman-teman juga! Terbaik!,positive
Produk premium dengan harga terjangkau. Seller ngerti kebutuhan pembeli! Terbaik!,positive
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget!",positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Bintang 5!",positive
"Produknya bagus, tahan lama, worth it banget harganya! No tipu-tipu!",positive
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua!",positive
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Mantap!",positive
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini?",negative
"Bau barang sangat menyengat, seperti bahan kimia berbahaya. Tidak layak jual!",negative
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Terbaik!",positive
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi!,negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Bintang 5!",positive
"Kualitas sangat murahan, tidak sebanding sama harganya. Rugi beli disini! Minta refund!",negative
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
"Isi tidak sesuai dengan deskripsi, banyak item yang kurang. Tidak lengkap! Tidak recommended!",negative
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah! Tidak recommended!",negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori! Rugi deh!",negative
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny!",positive
"Isi tidak sesuai dengan deskripsi, banyak item yang kurang. Tidak lengkap! Zonk!",negative
Respon seller bintang 5! Sabar jawab pertanyaan aku yang banyak. Recommended! Bintang 5!,positive
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu! Minta refund!,negative
"Material bagus, tidak mudah rusak. Udah seminggu pakai masih oke! Terpercaya!",positive
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Parah banget!,negative
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini?",negative
"Barang ready stock, langsung dikirim. Gak perlu nunggu lama. Puas! Mantap!",positive
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Recommended!",positive
Seller tidak ramah waktu komplain. Malah ngomong kasar. Sangat mengecewakan! Minta refund!,negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! No tipu-tipu!",positive
"Jahitan sangat rapuh, baru dipakai sekali langsung lepas. Kualitas nol! Kapok!",negative
Seller tiba-tiba offline setelah transfer. Takut kena scam. Tolong diurus!,negative
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua!",positive
"Kualitas sangat murahan, tidak sebanding sama harganya. Rugi beli disini!",negative
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Terpercaya!",positive
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Kecewa banget!,negative
"Barang datang dalam kondisi rusak, packing asal-asalan. Minta refund!",negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini.,positive
"Barang sesuai deskripsi, pengiriman cepat, packing aman banget, seller responsif. Recommended! Bintang 5!",positive
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional! Tidak recommended!,negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Jangan beli!,negative
Sudah 2x komplain tapi tidak ada solusi dari seller. Minta refund tidak digubris! Minta refund!,negative
"Harga promo, barang berkualitas. Kapan ada flash sale lagi? Mau borong! Recommended!",positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Tidak recommended!,negative
Material jauh lebih tipis dari foto. Kecewa dengan kualitas produk ini!,negative
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Tidak profesional!,negative
Sudah 2x komplain tapi tidak ada solusi dari seller. Minta refund tidak digubris!,negative
Seller ngotot tidak mau return padahal barang jelas cacat. Tidak profesional! Kecewa banget!,negative
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli! Kecewa banget!",negative
Barang nyampe 1 bulan setelah order. Sudah tidak butuh lagi. Sangat kecewa! Tidak recommended!,negative
Kualitas barang melebihi ekspektasi aku. Harga murah tapi gak murahan. Top!,positive
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi! Zonk!,negative
"Seller amanah, barang sesuai foto, harga pas di kantong. Mantap!",positive
Respon toko ini tercepat yang pernah aku rasain. Langsung diproses. Top! Bintang 5!,positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal!",negative
"Ukuran tidak sesuai, sudah minta yang M tapi dikirim S. Ribet ngurusin returnya! Tidak profesional!",negative
"Chat seller gak dibales-bales. Barang lama dikirim, sampai sudah rusak. Parah! Kapok!",negative
Sudah 2x komplain tapi tidak ada solusi dari seller. Minta refund tidak digubris!,negative
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih! Auto beli lagi!",positive
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini.,positive
Barang nyampe 1 bulan setelah order. Sudah tidak butuh lagi. Sangat kecewa! Kapok!,negative
"Deskripsi bilang waterproof, ternyata tidak sama sekali. Menipu pembeli!",negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini.,positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua! Kapok!",negative
Barang nyampe 1 bulan setelah order. Sudah tidak butuh lagi. Sangat kecewa!,negative
"Barang palsu! Sudah cross-check sama yang original, beda jauh. Tolong ditindak! Jangan beli!",negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! Mantap!",positive
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali.",negative
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik! Mantap!",positive
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali. Tidak recommended!",negative
Return process sangat ribet dan lama. Sampai sekarang belum dapat solusi!,negative
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik! Puas banget!",positive
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik! Terpercaya!",positive
Toko ini selalu jadi andalan belanja bulanan aku. Konsisten kualitasnya! Bintang 5!,positive
Seller tidak bisa dihubungi setelah transaksi. Sangat mencurigakan! Jangan beli!,negative
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller! Kecewa banget!,negative
"Udah banyak beli produk disini, semuanya satisfying. Toko terpercaya! No tipu-tipu!",positive
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli! Tidak profesional!",negative
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas!,positive
Respon toko ini tercepat yang pernah aku rasain. Langsung diproses. Top!,positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Legit!",positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua!",negative
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny!",positive
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah!,negative
"Seller ramah, respon cepet, barang nyampe dalam kondisi mulus. Makasih ya kak!",positive
Toko ini legit banget. Aku udah rekomendasiin ke teman-teman juga!,positive
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Top seller!",positive
Material sangat tipis dan mudah robek. Tidak awet sama sekali. Jangan beli! Tidak profesional!,negative
"Seller tidak komunikatif, pertanyaan tidak dijawab. Pelayanan sangat buruk!",negative
Kualitas foto bagus tapi aslinya sangat mengecewakan. Classic bait and switch! Rugi deh!,negative
"Barang ready stock, langsung dikirim. Gak perlu nunggu lama. Puas! Bintang 5!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Terbaik!",positive
"Beli ini buat keluarga, semua suka. Pasti repeat order bulan depan! Mantap!",positive
"Jahitan sangat rapuh, baru dipakai sekali langsung lepas. Kualitas nol! Kapok!",negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! Auto beli lagi!",positive
"Barang ready stock, langsung dikirim. Gak perlu nunggu lama. Puas!",positive
Produk premium dengan harga terjangkau. Seller ngerti kebutuhan pembeli! No tipu-tipu!,positive
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time!",positive
"Seller ramah, respon cepet, barang nyampe dalam kondisi mulus. Makasih ya kak! Mantap!",positive
"Seller komunikatif banget, bantuin aku pilih ukuran yang tepat. Makasih! Mantap!",positive
"Sudah beli 5x di sini, tidak pernah mengecewakan. Seller terbaik!",positive
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah!,negative
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli!",negative
"Udah beli berkali-kali di sini, selalu memuaskan. Seller terpercaya banget! Mantap!",positive
"Barang original, bukan KW. Langsung beli lagi stoknya. Mantap seller!",positive
"Packing super aman, barang fragile nyampe selamat 100%. Bintang 5! Terpercaya!",positive
"Barang tidak sesuai gambar, warna beda jauh. Kecewa banget sama toko ini! Parah banget!",negative
"Ukuran tidak sesuai, sudah minta yang M tapi dikirim S. Ribet ngurusin returnya!",negative
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih! Recommended!",positive
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Mantap!",positive
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku!",positive
Barang nyampe dengan kondisi kotor dan lecet. Seperti barang sisa display! Zonk!,negative
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke!",positive
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny! Bintang 5!",positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini!",positive
"Jahitan sangat rapuh, baru dipakai sekali langsung lepas. Kualitas nol! Tidak profesional!",negative
"Barang tidak sesuai gambar, warna beda jauh. Kecewa banget sama toko ini! Jangan beli!",negative
"Seller fast response, barang langsung diproses. Sampai 2 hari. Top! Puas banget!",positive
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Jangan beli!",negative
"Seller komunikatif banget, bantuin aku pilih ukuran yang tepat. Makasih! No tipu-tipu!",positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order!",positive
"Harga paling murah se-marketplace, kualitas tetap oke. Auto repeat order! Terpercaya!",positive
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini?",negative
Foto di toko beda 180 derajat sama aslinya. Merasa ditipu! Kapok!,negative
"Produk tidak sesuai fungsinya, tidak bisa dipakai sama sekali. Sampah! Jangan beli!",negative
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke!",positive
"Pengiriman sangat tidak aman, dibanting-banting kayaknya. Barang rusak semua!",negative
"Produk tidak sesuai fungsinya, tidak bisa dipakai sama sekali. Sampah! Minta refund!",negative
"Barang sesuai pesanan, tidak ada yang kurang. Fast respon seller. Mantap! Top seller!",positive
Seller tidak ramah waktu komplain. Malah ngomong kasar. Sangat mengecewakan!,negative
Customer service sangat tidak membantu. Masalah berputar-putar tanpa solusi!,negative
"Warna dan ukuran pas banget, sesuai deskripsi. Puas dengan pembelian ini! Legit!",positive
"Produk berkualitas tinggi, tidak mudah rusak. Worth every penny! Bintang 5!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Puas banget!",positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal!",negative
"Barang cepat rusak, baru seminggu sudah tidak berfungsi. Kualitas jelek banget! Zonk!",negative
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional! Tidak profesional!",negative
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. No tipu-tipu!,positive
"Wah cepet banget nyampenya! Kondisi barang oke, packing rapi. Terima kasih! Bintang 5!",positive
"Barang palsu! Sudah cross-check sama yang original, beda jauh. Tolong ditindak!",negative
Barang murah tapi kualitas gak kalah sama yang mahal. Rekomendasi banget! Recommended!,positive
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini! Terbaik!",positive
"Seller baik banget, ngasih bonus item kecil. Jadi makin suka belanja disini! Mantap!",positive
"Seller tidak bertanggung jawab, sudah komplain malah diabaikan. Kesal! Kapok!",negative
"Pengiriman sangat lambat, 2 minggu baru nyampe. Seller tidak responsif sama sekali.",negative
"Sudah order seminggu, status masih pending. Seller tidak ada respon sama sekali! Tidak recommended!",negative
"Barang sudah 3 minggu belum nyampe, nomor resi tidak bisa dilacak. Bagaimana ini?",negative
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller!,negative
"Barang tidak lengkap, ada bagian yang kurang. Seller malah nyalahin pembeli! Zonk!",negative
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas!,positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Bintang 5!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Tidak profesional!,negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Parah banget!",negative
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller! Jangan beli!,negative
"Seller fast response, barang langsung diproses. Sampai 2 hari. Top! Terpercaya!",positive
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
"Foto editing terlalu berlebihan, aslinya jauh berbeda. Merasa ditipu! Parah banget!",negative
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua!",positive
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas! Auto beli lagi!,positive
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller! Kecewa banget!,negative
Sudah bayar tapi barang tidak kunjung dikirim. Minta cancel susah banget!,negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori!",negative
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Terpercaya!",positive
"Barang sesuai pesanan, tidak ada yang kurang. Fast respon seller. Mantap! Terpercaya!",positive
"Kualitas sangat murahan, tidak sebanding sama harganya. Rugi beli disini!",negative
"Produknya bagus, tahan lama, worth it banget harganya!",positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini!",positive
"Packing super aman, barang fragile nyampe selamat 100%. Bintang 5!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Mantap!",positive
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. Auto beli lagi!,positive
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong! Tidak recommended!,negative
Sudah bayar tapi barang tidak kunjung dikirim. Minta cancel susah banget! Kapok!,negative
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Puas banget!",positive
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua! Mantap!",positive
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Top seller!",positive
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah!,negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku! Legit!",positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan! Mantap!",positive
"Barang sesuai deskripsi, pengiriman cepat, packing aman banget, seller responsif. Recommended! Auto beli lagi!",positive
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Tidak recommended!,negative
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman! Bintang 5!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Tidak profesional!,negative
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Zonk!,negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini!",negative
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up! Terpercaya!,positive
"Barang tidak sesuai gambar, warna beda jauh. Kecewa banget sama toko ini! Kapok!",negative
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Mantap!",positive
